id,store_id,url,type,key,value,created_at,updated_at
109,109,https://newrunninggear.com/,meta,meta:description,"New Running Gear is an online running store based in North Yorkshire with years of experience, specialising in the latest high tech on the market. Whether you’re an amateur or a seasoned athlete, we have you covered when it comes to your training & racing.",2021-03-31 17:45:19,2021-06-22 10:52:50
110,110,https://lewisandbaker.co.uk/,meta,meta:description,"From the finest, shortest shortbread to the perfect brownies, from the gooiest flapjacks to rich chocolate cakes, our cakes gifts are the perfect mix of great taste and the highest quality. Many of our recipes have been passed down through generation.",2021-03-31 17:45:19,2021-06-22 10:52:50
111,111,https://monthlyteeclub.com/,meta,meta:description,"Ever stuck wondering what to wear? That’s where Monthly Tee Club comes in handy, like the name suggests you’ll get a t-shirt delivered to your home or workplace every month; this handy service learns your interests based on designs you like.",2021-03-31 17:45:19,2022-06-10 15:37:51
112,112,https://www.edenmill.com/,meta,meta:description,"The Eden Mill story started with a mission to revive the lost art of distilling and brewing in St Andrews. As Scotland's first single-site distillery and brewery, making gin, whisky and beer, Eden Mill spirit is created by our distillers in copper pot-stills and exhibits a wide range of flavours from botanicals sourced from the local area, as well as from around the world.",2021-03-31 17:45:19,2022-06-10 15:37:51
113,113,https://skinforia.com/,meta,meta:description,"Established in 2006 and with locations in Harvey Nichols in London, Beyond Medispa is an advanced medical and aesthetic centre which specialises in offering patients with the very latest in next generation medical and aesthetic treatments for both the face and body.",2021-03-31 17:45:19,2021-06-22 10:52:50
114,114,https://squishyfacedcrew.com/,meta,meta:description,"Handmade personalised products for pet owners, making incredible gifts or lifetime keepsakes. We sell custom cuddly toys through to canvas artwork featuring your pet.",2021-03-31 17:45:19,2021-06-22 10:52:50
115,115,https://www.purityhempco.com/,meta,meta:description,"At Purity Hemp Company, we firmly believe in the power of CBD. We are one of only three businesses rated 100% THC free by the Banned Substance Control Group (BSCG).",2021-03-31 17:45:19,2021-06-22 10:52:50
116,116,https://lottie.london/,meta,meta:description,"Lottie is a conscious, cool affordable beauty brand bold, straight-talking, forward-thinking. epic payoff. Every time. Always. A powered by you, core product range to express and enhance individuality.",2021-03-31 17:45:19,2022-06-10 15:37:51
117,117,https://iconiccbd.co.uk/,meta,meta:description,"Iconic CBD are an award winning online retailer of high quality CBD products. All our products are manufactured in the UK, are third party tested and legal to sell throughout the UK.",2021-03-31 17:45:19,2021-05-26 13:20:38
118,118,https://dash-water.com/,meta,meta:description,"Dash is at the forefront of a new wave of healthy soft drinks. We infuse our super tasty water with real, wonky fruit. That’s bent, crushed misshapen fruit that others say no to. By accepting the misfits we are helping to reduce food waste.",2021-03-31 17:45:19,2022-06-10 15:37:51
119,119,https://www.mannersldn.com/,meta,meta:description,"Single parent-owned inclusive fashion brand wanting to dress all the bodies! Big butts or small ones, soft tums or firm ones, heavy tits and squishy bits, six-packs or back fat!",2021-03-31 17:45:19,2022-06-10 15:37:51
120,120,https://artementae.com/,meta,meta:description,"Boho chic ethical brand showcasing unique handbags made by the world's top artisans.",2021-03-31 17:45:19,2021-05-18 13:36:02
121,121,https://prominencesupport.co.uk/,meta,meta:description,"Prominence Support is one of the largest home appliance and utility insurance providers in the UK. We offer insurance products for everything from kitchen appliances, to TVs, to boilers, to heating. All our policies are cost-effective and comprehensive.",2021-03-31 17:45:19,2021-06-22 10:52:50
122,122,https://www.yourhemp.co.uk/,meta,meta:description,"Yourhemp are one of the leading premium CBD retailers in the UK with a wide range of oils and creams.",2021-03-31 17:45:19,2021-06-22 10:52:50
123,123,https://www.voidu.com/en/,meta,meta:description,"Voidu is an up-and-coming official gaming store focused on the UK, US and EU. We have strongly competitive prices on a fast-paced and user-friendly store.",2021-03-31 17:45:19,2022-06-10 15:37:51
124,124,https://www.spaseekers.com/,meta,meta:description,"Spa Seekers are the UK's longest-standing spa booking agency, yet our aim after almost 30 years remains the same: Finding you the perfect spa experience using our specialist knowledge and award-winning customer service.",2021-03-31 17:45:19,2022-06-10 15:37:51
125,125,http://uk.hotels.com/,meta,meta:description,"With hundreds of thousands of places to stay around the world and 90 local websites in 41 languages, Hotels has it all, so whether you’re looking for value in Vegas, treehouses in Thailand, or villas with views, it’s all just a click away.",2021-03-31 17:45:19,2021-06-22 10:52:50
126,126,https://www.thehealthbookstore.com/,meta,meta:description,"The Health Book Store is an on-line book store dedicated to selecting the best, most interesting and informative health and wellness titles in publication and making them available to our customers. We sell health books (not toasters) becuase we are The Health Book Store",2021-03-31 17:45:19,2021-06-22 10:52:50
127,127,https://www.momofashions.co.uk/,meta,meta:description,"Momo & Ayat Fashions has been established for over ten years, providing the latest fashion labels at incredible prices.",2021-03-31 17:45:19,2021-06-22 10:52:50
128,128,https://www.bigfurniturewarehouse.com/,meta,meta:description,"At Big Furniture Warehouse, our focus is simple. We offer high quality furnishings at affordable prices. Our team of trained buyers source the finest products from all over the world, ensuring we deliver the best quality furniture with modest pricing.",2021-03-31 17:45:19,2022-06-10 15:37:51
129,129,https://www.followpaw.com/,meta,meta:description,"FollowPaw is the dog accessory brand for tech-savvy dog lovers. As individuals and as a company, we care a lot about our planet and all of its inhabitants.",2021-03-31 17:45:19,2021-06-22 10:52:50
130,130,https://www.1stbirthdaygifts.com/,meta,meta:description,"1st Birthday Gifts is a Personalized Gift Online webstore with over 500 items for sale. We offer embroidered, printed and engraved items for any occasion, whether it's newborn baby or 1st Birthday, wedding or anniversary, baby Shower or Christening.",2021-03-31 17:45:19,2022-06-10 15:37:51
131,131,https://grademobile.co.uk/,meta,meta:description,"Grade Mobile is the quality and price leader when it comes to buying a Refurbished Mobile Phone in the UK. We are a well-oiled operation solely focused on Refurbished devices with an in-house process for the entire mobile phone life cycle. Trade-In, Repairs, Network Unlocking, Refurbishment, and Sales!",2021-03-31 17:45:19,2022-06-10 15:37:51
132,132,https://www.onlinecarparts.co.uk/,meta,meta:description,"Onlinecarparts is a large online spare parts shop with a product range of over 1,000,000 items, including over 5,000 tyres, more than 2,000 car battery models, and over 2,000 oils. On our website you can buy spares from 500 premium manufacturers, in a quality comparable to original parts. And all that at unbeatable prices!",2021-03-31 17:45:19,2022-06-10 15:37:51
133,133,https://upcirclebeauty.com/,meta,meta:description,"At UpCircle, we elevate leftover natural ingredients, bringing them back to life as beauty products your skin will love. Our products are natural, organic, vegan, cruelty-free, palm oil-free, sustainable, handmade in the UK and housed in 100% recyclable packaging.",2021-03-31 17:45:19,2022-06-10 15:37:51
134,134,https://www.luvita.co.uk/,meta,meta:description,"Luvita was founded in 2020, and serves to provide you with leading premium skincare and beauty products through our online retail store. We pride ourselves on stocking only the very best brands known for top quality skincare and beauty.",2021-03-31 17:45:19,2021-06-22 10:52:50
135,135,https://www.notblowingsmoke.com/,meta,meta:description,"We offer one of the UK's largest selections of premium vaping liquids which are sourced from reputable suppliers and direct from the manufacturers themselves. We only stock products which we know scream quality and our customers will love.",2021-03-31 17:45:19,2021-06-22 10:52:50
136,136,https://www.zedbees.com/,meta,meta:description,"Zed Bees delivers sustainable, low impact and affordable bathroom essentials direct to your door. Always 100% plastic free and vegan friendly.",2021-03-31 17:45:19,2022-06-10 15:37:51
137,137,https://www.pixum.co.uk/,meta,meta:description,"Pixum is one of the leading providers of online photo services in Europe and a multiple award-winner for image quality, service and reliability.",2021-03-31 17:45:19,2022-06-10 15:37:51
138,138,https://www.ohkofuel.co.uk/,meta,meta:description,"OHKO Fuel is a healthier alternative to traditional energy drinks. Coming in a range of different flavours, each variety is packed with vitamins and minerals to support ongoing performance. Whether you're into gaming or hitting the gym, use OHKO Fuel to help you reach your potential!",2021-03-31 17:45:19,2021-06-22 10:52:50
139,139,https://www.savingsyouloveoffer.com/,meta,meta:description,"Savings You Love saves you money on all the things you love. As a member you will enjoy up to £100 cashback on groceries, takeaways and dining as well as many more fantastic savings. Try it free for 30 days and save money from the comfort of home.",2021-03-31 17:45:19,2021-06-22 10:52:50
